topic,evidence_1,evidence_2,evidence_1_stance,evidence_2_stance,evidence_1_detection_score,evidence_2_detection_score
We should legalize prostitution,A law proposal [REF] was introduced in the House of Representatives of the Netherlands in 2009 and amended in 2010 which would ban prostitution by people younger than 21.,"A report produced by the Australian Institute of Criminology in May 1990 recommended that prostitution not be a criminal offence, since the current laws were ineffective and endangered sex workers.",CON,PRO,0.83881014585495,0.8264715075492859
We should ban breast implants,The Danish study Long-term Health Status of Danish Women with Silicone Breast Implants (2004) reported that women who had breast implants for an average of 19 years were no more likely to report an excessive number of rheumatic disease symptoms than would the women of the control group [REF].,"The study Mortality Among Canadian Women with Cosmetic Breast Implants (2006), about some 25,000 women with breast implants, reported a 43 per cent lower rate of breast cancer among them than among the general populace, and a lower-than-average risk of cancer [REF].",PRO,CON,0.9350297451019288,0.8565319180488586
We should legalize cannabis,"Gonzales v. Raich (2005) held in a 6-3 decision that the Commerce Clause of the United States Constitution allowed the federal government to ban the use of cannabis, including medical use even if local laws allow it.","Surprisingly, an extensive study published in 2006 by Donald Tashkin of the University of California, Los Angeles found that there is no significant link between smoking cannabis and lung cancer [REF].",CON,PRO,0.8645851612091064,0.7500514388084412
We should legalize prostitution,"Many anti-prostitution advocates hold all prostitutes are themselves victims, arguing that prostitution is a practice which can lead to serious psychological and often physical long term effects for the prostitutes [REF].","Liquor, gambling, and prostitution were ubiquitous, supported in Seattle by one of the city's founders, David Swinson ""Doc"" Maynard, who believed that well-run prostitution could be a functional part of the economy.",CON,PRO,0.6746053099632263,0.588632345199585
We should further exploit wind power,"A European Environment Agency report, entitled Europe's onshore and offshore wind energy potential confirms wind energy could power Europe many times over [REF].","According to the article, on December 10, 2010, MSNBC reported that ""Pickens said low natural gas prices have made utility companies view wind power as too expensive."" .",PRO,CON,0.9272653460502625,0.6157621741294861
We should prohibit corporal punishment,"The American Academy of Pediatrics also believes that corporal punishment polarizes the parent-child relationship, reducing the amount of spontaneous cooperation on the part of the child.","Larzelere, like most experts who believe spanking is not always detrimental, believes that certain guidelines must be kept in mind if parents choose to use corporal punishment.",PRO,CON,0.9010391831398008,0.3486383855342865
We should legalize polygamy,"Christian church leaders such as Archbishop Peter Akinola of the Anglican Church of Nigeria have condemned the practice of polygamy by Christians, with Akinola going on to write ""The observation [of polygamy] will destroy our witness if not firmly addressed.","In modern times a minority of Roman Catholic theologians have argued that polygamy, though not ideal, can be a legitimate form of Christian marriage in certain regions, in particular Africa [REF].",CON,PRO,0.644831120967865,0.8563267588615417
We should subsidize condoms,The 2000 NIH review concluded that condom use significantly reduces the risk of gonorrhea for men [REF].,"Green said that according to the ""best studies,"" condoms makes people take wilder sexual risks, thus worsening the spread of the disease.",PRO,CON,0.9441573023796082,0.86146479845047
We should legalize cannabis,"Moreover, a 2005 meta-analysis found that cannabis use is a significant independent risk factor for developing psychotic symptoms and psychosis [REF].","According to the UK medical journal The Lancet, Cannabis has a lower rate of dependence compared to both nicotine and alcohol [REF].",CON,PRO,0.9188302755355836,0.9162986874580384
We should subsidize condoms,"Catholics for Choice, a dissident group, maintains that condom use will prevent the spread of AIDS, since couples will have sex despite Vatican prohibition [REF].","In 2009, Pope Benedict XVI asserted that handing out condoms is not the solution to combating AIDS and actually makes the problem worse [REF].",PRO,CON,0.8201252222061157,0.835245668888092
We should subsidize condoms,Early 20th century experiments by the American military concluded that providing condoms to soldiers significantly lowered rates of sexually transmitted diseases [REF].,"Dr. Bernardo Villegas cites the work of Dr. Edward C. Green, Director of Harvard's AIDS Prevention Center to say that more condoms promote the spread of AIDS.",PRO,CON,0.8643600344657898,0.8423066139221191
We should increase gun control,"In April 2010, the constitutional law committee of the Finnish parliament said that more gun control is not necessary in Finland [REF].","Bartolucci and Attorney General Chris Bentley appealed to the federal government to introduce stricter gun control legislation in March 2008, including a ban on handguns.",CON,PRO,0.8914763331413269,0.612838864326477
We should prohibit corporal punishment,McKay also stresses the fact that corporal punishment continued to be inflicted for numerous offences and often proved fatal [REF].,"Dobson first became well-known with the publication of Dare to Discipline (1970), which encouraged parents to use corporal punishment in disciplining their children [REF].",PRO,CON,0.6328964829444885,0.5106468796730042
We should legalize prostitution,Many local officials believe that encouraging prostitution in recreational business operations will bring economic benefits by developing the tourism and hospitality industries and generating a significant source of tax revenue [REF].,"In 1990, the Supreme Court of Canada upheld the law which bans public solicitation of prostitution, arguing that the law had the goal to abolish prostitution, which was a valid goal.",PRO,CON,0.8853004574775696,0.6900994181632996
We should fight illegal immigration,UCLA research indicates illegal immigrants produce $150 billion of economic activity equivalent to spending stimulus every year.,"TCC opposes illegal immigration and legislation characterized by TCC as an amnesty for illegal immigrants, such as S. 2611.",CON,PRO,0.8318161368370056,0.2665753066539764
We should abolish the monarchy,[REF] Polls indicate that many New Zealanders see the monarchy as being of little day-to-day relevance; a One News Colmar Brunton poll in 2002 found that 58% of the population believed the monarchy has little or no relevance to their lives.,"The International Monarchist League, founded in 1943, which has been very influential in Canada and Australia, has always sought to promote monarchy on the grounds that it strengthens popular liberty, both in a democracy and in a dictatorship, because by definition the monarch is not beholden to politicians.",PRO,CON,0.8343237638473511,0.6222154498100281
We should further exploit wind turbines,"In 2006, Romney opposed the Cape Wind offshore Cape Cod wind farm proposal[REF] because of its visual detriment to Nantucket, saying that Nantucket ""is a critical location for the state, and placing wind turbines there would be detrimental.""","The German Government reports that in 2010 renewable energy (mainly wind turbines and biomass plants) generated more than 100 TWh (billion kilowatt-hours) of electricity, providing nearly 17% of the 600 TWh of electricity supplied [REF].",CON,PRO,0.6365383267402649,0.9333041906356812
We should legalize cannabis,"For example, a 2007 meta-analysis showed that cannabis use is statistically associated with a dose-dependent increase in risk of development of psychotic disorders, including schizoaffective disorder [REF].","According to a 2006 United Kingdom government report, using cannabis is much less dangerous than tobacco, prescription drugs, and alcohol in social harms, physical harm, and addiction [REF].",CON,PRO,0.9270762801170348,0.8809947967529297
We should end affirmative action,Opponents of affirmative action such as George Sher believe that affirmative action devalues the accomplishments of people who are chosen based on the social group to which they belong rather than their qualifications [REF].,"Elkins' views were influential during the late 1960s when Daniel Patrick Moynihan, supported Affirmative action programs in order to counteract the lingering effects of slavery on black culture.",PRO,CON,0.5212676525115967,0.5637418031692505
We should ban male infant circumcision,"Morris et al. reported that there is some evidence, albeit mixed, that circumcision may protect against prostate cancer; they called for more extensive research into the matter [REF].","A meta-analysis of data from fifteen observational studies of men who have sex with men found ""insufficient evidence that male circumcision protects against HIV infection or other STIs.""[REF] .",CON,PRO,0.7613218426704407,0.9193456768989564
We should legalize cannabis,"The report, entitled ""Marijuana: A Signal of Misunderstanding,"" reviewed existing cannabis studies and concluded that cannabis does not cause physical addiction [REF].","The Drug Enforcement Administration (DEA) has claimed that cannabis leads to increased crime in the un-sourced pamphlet entitled ""Speaking Out Against Drug Legalization.""[REF] .",PRO,CON,0.8086997270584106,0.2840956151485443
We should prohibit hydraulic fracturing,"A 2011 Cornell University study found that natural gas extracted by hydraulic fracturing may contribute as much to global warming as coal, or more so [REF].","The Bârlad City Hall, led by Constantin Constantinescu, started a campaign to collect signatures against the exploitation of shale gas through hydraulic fracture process [REF].",CON,PRO,0.8683285713195801,0.1418728530406952
We should legalize polygamy,The recently independent country of Southern Sudan also recognizes polygamy.,Islamic feminists such as Shukria Barakzai oppose multiple marriages.,PRO,CON,0.4827722311019898,0.759715735912323
We should ban male infant circumcision,"Wilson suggests that circumcision reduces insemination efficiency, reducing a man's capacity for extra-pair fertilizations by impairing sperm competition.",The most current research does not support the belief that neonatal circumcision disrupts breastfeeding [REF].,PRO,CON,0.9148558378219604,0.8161343336105347
We should introduce school vouchers,"Before winning elected office, Walsh's raised funds for groups promoting school vouchers to allow children to receive public funds to attend private schools [REF].","National Board, January 1989 The League advocates affirmative action programs for minorities and women and opposes private school vouchers [REF].",PRO,CON,0.4273484647274017,0.7327767610549927
We should end international aid,The economist William Easterly and others have argued that aid can often distort incentives in poor countries in various harmful ways.,Graham also told Amir Sjarifuddin that the US would provide aid to help rebuild a free Indonesia [REF].,PRO,CON,0.8288268446922302,0.7593027949333191
We should abolish zoos,"Already in his mid-fifties, Col. Sawer was an advocate for the newish notion that zoological parks were fundamentally about education, science and conservation.",A study shows that the lifespan of elephants in European zoos is about half as long as those living in protected areas in Africa and Asia [REF].,CON,PRO,0.5011736154556274,0.7853939533233643
We should end affirmative action,"In February 2007, Sarkozy appeared on a televised debate on TF1 where he expressed his support for affirmative action and the freedom to work overtime.","In addition, Mercer opposes affirmative action and argues against the therapeutic society that seeks to attribute individuals' negative or criminal actions to disease or social disorders [REF].",CON,PRO,0.3405173122882843,0.8496481776237488
We should subsidize biofuels,"On April 2008, Jean Ziegler, back then United Nations Special Rapporteur on the Right to Food, called biofuels a ""crime against humanity"",[REF][REF] a claim he had previously made in October 2007, when he called for a 5-year ban for the conversion of land for the production of biofuels [REF].","The US National Renewable Energy Laboratory (NREL) states that energy security is the number one driving force behind the US biofuels programme,[REF] and a White House ""Energy Security for the 21st Century"" paper makes it clear that energy security is a major reason for promoting biodiesel [REF].",CON,PRO,0.5475927591323853,0.9039110541343688
We should prohibit corporal punishment,"Although some Christians use physical discipline for religious reasons, the European Commission of Human Rights rejected an application in 1982 by Swedish parents who alleged that Sweden's 1979 ban on parental physical punishment breached their right to respect for family life and religious freedom [REF].","In the United Kingdom, the Royal College of Paediatrics and Child Health and the Royal College of Psychiatrists have both called for a complete ban on all corporal punishment, stating ""We believe it is both wrong and impracticable to seek to define acceptable forms of corporal punishment of children.",CON,PRO,0.5925745964050293,0.6517181396484375
We should increase gun control,"Like many Southern Democrats, Goode strongly opposed abortion and gun control and vigorously supported the tobacco industry.","Instead, Leo approaches an African American congressman with an appeal that the gun ban will save African American lives.",CON,PRO,0.7173248529434204,0.6102959513664246
We should subsidize biofuels,"In 2003, the European Union saw biofuels as an answer to several problems: climate change, energy security and stimulating the rural economy, and agreed the Biofuels Directive to see that production was kickstarted.",A team led by Fargione from The Nature Conservancy found that clearing natural lands for use as agricultural land to produce biofuel feedstock creates a carbon debt.,PRO,CON,0.8217313885688782,0.5602900981903076
We should ban male infant circumcision,"Williams et al.(2006) looked at the potential impact of circumcision on HIV in Africa, based upon the South African RCT, saying that that male circumcision (MC) could substantially reduce the burden of HIV in Africa, particularly in southern Africa where the existing prevalence of male circumcision is low and the existing prevalence of HIV is high.","In response to the meta-analysis by Millett et al., Vermund and Qian note that ""circumcision would likely be insufficiently efficient to be universally effective in reducing HIV risk, and will have to be combined with other prevention modalities to have a substantial and sustained prevention effect.""[REF] .",CON,PRO,0.8862832188606262,0.9021779894828796
We should subsidize condoms,"Some senior Catholic authorities, such as Belgian Cardinal Emeritus Godfried Danneels, believe the Catholic Church should support condoms used to prevent serious diseases such as AIDS, because non-use is tantamount to murder [REF].","The Church maintains that countries like Kenya where behavioral changes like abstinence are endorsed instead of condom use, are experiencing greater progress towards controlling the disease than those countries just promoting condoms [REF].",PRO,CON,0.8853585124015808,0.8328314423561096
We should subsidize condoms,"In 2009, Cardinal Maradiaga agreed with the Pope that condoms cannot be of any real benefit in the fight against AIDS [REF].","A few, such as Belgian Cardinal Godfried Danneels, believe the Catholic Church should actively support condoms used to prevent disease, especially serious diseases such as AIDS [REF].",CON,PRO,0.7822619080543518,0.8712835311889648
We should further exploit wind turbines,In January 2012 the Ontario Federation of Agriculture asked the Ontario government to put a moratorium on all wind turbine projects until health effects and other issues have been properly assessed.,"In June 2007, Pickens announced the intention to build the world's largest wind farm by installing large wind turbines in parts of four Texas Panhandle counties.",CON,PRO,0.7294121384620667,0.4774399101734162
We should legalize cannabis,"Citing more potent strains and increased ""cannabis-related health damage"", Mr. Costa proclaimed that ""the harmful characteristics of cannabis are no longer that different from those of other plant-based drugs such as cocaine and heroin.""[REF]","Psychopharmacologist David Nutt argues, though he is against full declassification, that the harm caused by cannabis is far less than that caused by alcohol or tobacco, which, if they were invented today ""would be illegal."" .",CON,PRO,0.8509694337844849,0.6518471837043762
We should abandon coal mining,"Hansen said that mountaintop removal for coal mining ""[provides] only a small fraction of our energy"" and ""should be abolished.""[REF]",At Moronbah North coal mine a 45 MW power station generates base load power and reduces greenhouse gas emissions [REF].,PRO,CON,0.8639824986457825,0.6352861523628235
We should adopt vegetarianism,ISKCON New Mathura Vrindaban is strictly vegetarian and believes that meat consumption creates negative karma.,Bill Mollison has inconsistently argued in his Permaculture Design Course that vegetarianism exacerbates soil erosion.,PRO,CON,0.3892469108104706,0.5242916941642761
We should prohibit corporal punishment,"As early as 1985 The New York Times stated that ""most child-care experts today disapprove of physical punishment.""[REF] .","The UK Government responded that ""the use of physical punishment is a matter for individual parents to decide"" [REF].",PRO,CON,0.6949782371520996,0.8122161030769348
We should legalize cannabis,"Gonzales v. Raich (2005) held in a 6-3 decision that the Commerce Clause of the United States Constitution allowed the federal government to ban the use of cannabis, including medical use even if local laws allow it.","Francis L. Young, an administrative law judge with the United States Drug Enforcement Agency declared in 1988 that, ""in its natural form, [cannabis] is one of the safest therapeutically active substances known.""[REF]",CON,PRO,0.8645851612091064,0.7716102004051208
We should increase government regulation,"Genachowski said regulations would ""support policies that advance our global competitiveness and preserve the Internet as a powerful platform for innovation.""[REF] .","The Party also supports the abolition of the Bank of Canada, arguing that government regulation of currency and credit is harmful to the economy.",PRO,CON,0.8774446845054626,0.8583375811576843
We should ban male infant circumcision,The authors reported that neonatal circumcision was associated with reduced risk of invasive penile cancer (OR 0.41; 95% CI 0.13-1.1),"The American Cancer Society (2009) stated, ""Most experts agree that circumcision should not be recommended solely as a way to prevent penile cancer.""[REF] .",CON,PRO,0.8080111145973206,0.9410403966903688
We should abolish intellectual property rights,"In November 2008 the European Commission describes ACTA as an attempt to enforce intellectual property rights and states that countries involved in the negotiations see intellectual property rights as ""a key instrument for their development and innovation policies"".","Another unusual and criticized decision taken by Fleva (in his secondary capacity as Minister of Industry and Commerce) was the abolition of virtually all patents, measures justified by his belief that intellectual property rights were holding back industrialization [REF].",CON,PRO,0.7237058877944946,0.3910242319107056
We should subsidize condoms,"Dr. Bernardo Villegas cites the work of Dr. Edward C. Green, Director of Harvard's AIDS Prevention Center to say that more condoms promote the spread of AIDS.",Two surveys conducted in New York in 1890 and 1900 found that 45% of the women surveyed were using condoms to prevent pregnancy [REF].,CON,PRO,0.8423066139221191,0.7168620824813843
We should legalize cannabis,Cannabis also has been shown to have a synergistic cytotoxic effect on lung cancer cell cultures in vitro with the food additive butylated hydroxyanisole (BHA) and possibly the related compound butylated hydroxytoluene (BHT).,"Surprisingly, an extensive study published in 2006 by Donald Tashkin of the University of California, Los Angeles found that there is no significant link between smoking cannabis and lung cancer [REF].",CON,PRO,0.3897056877613068,0.7500514388084412
We should fight illegal immigration,"Military investigations showed that illegal immigration was related to increasing rates of prostitution, gambling, money laundering, and illegal fishing.","National Public Radio (NPR) reported in March 2006 that: ""..overall, illegal immigrants don't have a big impact on U.S. wage rates.",PRO,CON,0.5023006796836853,0.8025184869766235
We should prohibit corporal punishment,The research that is available supports the position that spanking and other forms of physical punishment are associated with negative child outcomes.,"Larzelere, like most experts who believe spanking is not always detrimental, believes that certain guidelines must be kept in mind if parents choose to use corporal punishment.",PRO,CON,0.6410143971443176,0.3486383855342865
We should end international aid,Economist such as Dambisa Moyo argues aid to Africa is making African countries poorer.,Graham also told Amir Sjarifuddin that the US would provide aid to help rebuild a free Indonesia [REF].,PRO,CON,0.7846221923828125,0.7593027949333191
We should abolish the monarchy,Political parties agreed in 1991 that the monarchy would remain to enhance political stability and provide an important symbol of national identity for the culturally diverse Nepali people.,"At the first session of the Constituent Assembly on 28 May, it voted to declare Nepal a federal democratic republic, thereby abolishing the monarchy.",CON,PRO,0.4856820106506348,0.5258006453514099
We should cancel the speed limit,The European Union is also increasingly using Speed Limits as in response to environmental concerns [REF].,"Therefore, Germany's car lobby (VDA, AVD and ADAC, among others) is openly against a speed limit [REF].",CON,PRO,0.335196703672409,0.5826582908630371
We should ban partial birth abortions,Thomas further noted that the gruesome nature of some partial-birth abortions has caused personal trauma in the doctors performing them.,"For example, Kennedy dissented in the 2000 decision in Stenberg v. Carhart, which struck down laws criminalizing partial-birth abortion [REF].",PRO,CON,0.5188626646995544,0.7028347253799438
We should abandon coal mining,"Hansen said that mountaintop removal for coal mining ""[provides] only a small fraction of our energy"" and ""should be abolished.""[REF]",The development of the Brooketon Colliery coal mine also lead to transport and infrastructure development at Muara.,PRO,CON,0.8639824986457825,0.1285050362348556
We should legalize prostitution,"Many people who support legal prostitution argue that prostitution is a consensual sex act between adults and a victimless crime, thus the government should not prohibit this practice.","On November 3, 2009, Governor Donald Carcieri signed into law a bill which makes the buying and selling of sexual services a crime [REF].",PRO,CON,0.8571430444717407,0.6142413020133972
We should subsidize condoms,"In 2009, she criticized Pope Benedict XVI over his comments that condoms only worsen the AIDS crisis [REF].","""Statistics show that condoms really have not been very effective,"" Tobias told a news conference in Berlin on April 21, 2004 [REF].",PRO,CON,0.6978045105934143,0.2362579405307769
We should legalize cannabis,"In 1997, the Connecticut Law Revision Commission examined states that had decriminalized cannabis and found decriminalizing small amounts of cannabis has no effect on subsequent use of alcohol or ""harder"" illicit drugs.",The researchers conclude there is emerging evidence that positive experiences to early cannabis use are a significant predictor of late dependence and that genetic predisposition plays a role in the development of problematic use.,PRO,CON,0.8767489790916443,0.8518982529640198
We should introduce universal health care,"The party supports a system that gives universal coverage to everyone in Oregon, a system that is not for profit.","A 1960s record distributed by the American Medical Association, narrated by Ronald Reagan, warns that universal health care could lead to lost freedoms and socialism.",PRO,CON,0.6544129252433777,0.7832679748535156
We should further exploit wind power,"According to the article, on December 10, 2010, MSNBC reported that ""Pickens said low natural gas prices have made utility companies view wind power as too expensive."" .","With increasing population growth, Canada has seen wind power as a way to diversify energy supplies away from traditional reliance on fossil fuel burning thermal plants and heavy reliance on hydroelectricity in some provinces.",CON,PRO,0.6157621741294861,0.8675330877304077
We should increase gun control,"In April 2010, the constitutional law committee of the Finnish parliament said that more gun control is not necessary in Finland [REF].","Several PSR chapters are also active in the gun control movement, working to ban handguns in the United States [REF].",CON,PRO,0.8914763331413269,0.3591547906398773
We should introduce school vouchers,Education: Supports No Child Left Behind Act; advocates more standardized testing; supports school voucher programs; supports English-only education.,"In that campaign, Dewhurst stressed his interest in public education and opposition to school vouchers.",PRO,CON,0.6829540133476257,0.4015000760555267
We should introduce a flat tax,"Concerning tax policy, the NFU is in favor of a more progressive tax structure and are opposed to a flat tax [REF].","In 2005 Senator Sam Brownback, a Republican from Kansas, stated he had a plan to implement a flat tax in Washington, D.C. [REF].",CON,PRO,0.3775584399700165,0.6463830471038818
We should end affirmative action,"Critics contend Connerly fails to recognize the damaging extent of past racism for African Americans and Hispanics, that contemporary institutionalized racism is pervasive and powerful, and that affirmative action can overcome the residual effects of past discrimination on people of color [REF].",Opponents of affirmative action such as George Sher believe that affirmative action devalues the accomplishments of people who are chosen based on the social group to which they belong rather than their qualifications [REF].,CON,PRO,0.6477089524269104,0.5212676525115967
We should prohibit hydraulic fracturing,"Natural gas drilling increased in the United States after the Environmental Protection Agency said in 2004 that hydraulic fracturing, ""posed little or no threat"" to drinking water [REF].","The New York State assembly voted 93 to 43, Nov. 30, 2010, to place a moratorium or freeze on hydraulic fracturing to give the state more time to undertake safety and environmental concerns [REF].",CON,PRO,0.9413686990737916,0.508664071559906
We should ban partial birth abortions,"Also in his first year as governor Huckabee signed a partial birth abortion ban and a $7.6 Million Smart Start program for primary school students to learn ""the basic skills of reading, math, and character.""","Kennedy's majority opinion argued that the case differed from Stenberg v. Carhart, a 2000 case in which the Supreme Court struck down a state ban on ""partial-birth abortion"" as unconstitutional, in that the Partial Birth Abortion Act defined the banned procedure more clearly.",PRO,CON,0.5871685147285461,0.7664394974708557
We should prohibit corporal punishment,"Although some Christians use physical discipline for religious reasons, the European Commission of Human Rights rejected an application in 1982 by Swedish parents who alleged that Sweden's 1979 ban on parental physical punishment breached their right to respect for family life and religious freedom [REF].","UNESCO recommends that corporal punishment be prohibited in schools, homes and institutions as a form of discipline, and alleges that it is a violation of human rights as well as counterproductive, ineffective, dangerous and harmful to children [REF].",CON,PRO,0.5925745964050293,0.8204256892204285
We should legalize cannabis,"In 1997, the Connecticut Law Revision Commission examined states that had decriminalized cannabis and found decriminalizing small amounts of cannabis has no effect on subsequent use of alcohol or ""harder"" illicit drugs.","The BEACH[REF] study (Bettering the Evaluation and Care of Health) conducted by the Australian General Practice Statistics and Classification Centre, based at the University of Sydney, found that ""cannabis smokers are more likely to suffer depression, anxiety and psychosis"".",PRO,CON,0.8767489790916443,0.8718821406364441
We should abolish the monarchy,"Moreover, Leonardo Bruni (1370-1444) asserted, based on Tacitus's pronouncements in the introduction to the Histories, that republican government made better men, whereas monarchy was inimical to human virtue (see Tacitean studies).","Palmer showed unwavering and public devotion to Roman Catholicism, in spite of heavy legal and social penalties and also staunchly supported the Stuart monarchy.",PRO,CON,0.2374625355005264,0.3575566709041595
We should subsidize condoms,"Hummes has publicly rebuked priests who have suggested that condoms be used to help prevent the spread of HIV/AIDS, instead sticking closely to orthodox Vatican doctrine [REF].","In response to these findings, and to fight the spread of AIDS, the U.S. Surgeon General Dr. C. Everett Koop supported condom promotion programs.",CON,PRO,0.9013171195983888,0.6809584498405457
We should fight illegal immigration,"By 1993, Californians passed Proposition 187, denying benefits to illegal immigrants and criminalizing illegal immigrants in possession of forged green cards, I.D. cards and Social Security Numbers.",One survey conducted in the 1980s found that 76 percent of economists felt recent illegal immigration had a positive effect on the economy [REF].,PRO,CON,0.4357137382030487,0.8336083889007568
We should ban trans fats usage in food,Cancer: There is no scientific consensus that consumption of trans fats significantly increases cancer risks across the board [REF].,"In 1994, it was estimated that trans fats caused 20,000 deaths annually in the US from heart disease [REF].",CON,PRO,0.8794968128204346,0.7145252823829651
We should legalize prostitution,"On November 3, 2009, Governor Donald Carcieri signed into law a bill which makes the buying and selling of sexual services a crime [REF].","Mayor Goodman supports legalizing prostitution in the city's downtown area as a revenue generator and tool for revitalization,[REF] although a majority of Nevadans polled in 2003 opposed the mayor's position [REF].",CON,PRO,0.6142413020133972,0.9003685116767883
We should prohibit corporal punishment,"George strongly believes in discipline and corporal punishment; his motto is ""it's discipline that begets love"" [REF].",Thirty-one U.S. states and the District of Columbia have banned corporal punishment from use in state schools.,CON,PRO,0.6393003463745117,0.7215977311134338
We should legalize prostitution,Fernando Gabeira founder of the Green Party has been a strong voice for sex workers' rights in Brazil and introduced legislation in Congress to recognise prostitution as a profession.,"On November 3, governor Donald Carcieri signed into law a bill which makes the buying and selling of sexual services a crime [REF].",PRO,CON,0.6240898370742798,0.5821094512939453
We should abolish the monarchy,"A 2002 poll by EKOS Research Associates found that the majority 52% of Canadians think that ""the monarchy is an outdated and regressive institution that has no real relevance to most of Canadians today.""","Pierre Skilling has asserted that Hergé saw monarchy as ""the legitimate form of government"", noting that democratic ""values seem underrepresented in [such] a classic Franco-Belgian strip"" [REF].",PRO,CON,0.9550170302391052,0.6895995736122131
We should further exploit wind power,"According to the article, on December 10, 2010, MSNBC reported that ""Pickens said low natural gas prices have made utility companies view wind power as too expensive."" .","The 2007 National Energy Policy supports the diversification and increase of energy sources, mainly through renewable energy such as hydroelectricity, geothermal, solar, wind power and biofuels (as well as mineral coal and natural gas).",CON,PRO,0.6157621741294861,0.7835735082626343
We should end affirmative action,"In Sweden, the Supreme Court has ruled that ""affirmative action"" ethnic quotas in universities are discrimination and hence unlawful.","Four years later, President Lyndon B. Johnson elaborated on the importance of affirmative action to achieving true freedom for African Americans: .",PRO,CON,0.6735565662384033,0.5178810954093933
We should subsidize condoms,"""Statistics show that condoms really have not been very effective,"" Tobias told a news conference in Berlin on April 21, 2004 [REF].","In 1987, Tufts University students Davin Wedel and Adam Glickman started Global Protection Corp. in response to C. Everett Koop's statement that ""a condoms can save your life.""",CON,PRO,0.2362579405307769,0.8503812551498413
We should ban male infant circumcision,"As a result, a panel of experts convened by WHO and the UNAIDS Secretariat has ""recommended that male circumcision now be recognized as an additional important intervention to reduce the risk of heterosexually acquired HIV infection in men.""[REF]","A meta-analysis by Van Howe in 2006 found no significant association between circumcision status and HPV infection and that ""the medical literature does not support the claim that circumcision reduces the risk for genital HPV infection"" [REF].",CON,PRO,0.9403297901153564,0.9150860905647278
We should subsidize condoms,"The Church is concerned that promotion of condom use will lead to irresponsible, risky sexual behavior (promiscuity and prostitution).","In 2009, she criticized Pope Benedict XVI over his comments that condoms only worsen the AIDS crisis [REF].",CON,PRO,0.6654119491577148,0.6978045105934143
Sex education should be mandatory,"Many Western countries have instituted sex education programs, the main objective of which is to reduce such pregnancies and STDs.",Some opponents of sex education in Catholic schools believe sex ed programs are doing more harm to the young than good.,PRO,CON,0.6245657205581665,0.7071887254714966
We should prohibit corporal punishment,The APA also states that corporal punishment is likely to train children to use physical violence [REF].,"Many countries, including some US states, also permit the use of less severe corporal punishment for children in school.",PRO,CON,0.9000480175018309,0.6661058664321899
We should ban partial birth abortions,"Also in his first year as governor Huckabee signed a partial birth abortion ban and a $7.6 Million Smart Start program for primary school students to learn ""the basic skills of reading, math, and character.""","In the 2000 Supreme Court case of Stenberg v. Carhart, a Nebraska law banning ""partial-birth abortion"" was ruled unconstitutional, in part because the language defining ""partial-birth abortion"" was deemed vague [REF].",PRO,CON,0.5871685147285461,0.586283266544342
We should abandon coal mining,The Wyoming Mining Association (WMA) reports that the coal mining industry alone contributed over $1.15 billion to the state and local governments in 2009 [REF].,"Hansen said that mountaintop removal for coal mining ""[provides] only a small fraction of our energy"" and ""should be abolished.""[REF]",CON,PRO,0.8181549906730652,0.8639824986457825
We should legalize cannabis,The study also demonstrated a link between an increase in cannabis use and incidences of testicular cancer in men since the 1950s [REF].,"Writing in the Canadian Medical Association Journal, smoking cannabis from a pipe may significantly relieve chronic pain in patients with damaged nerves [REF].",CON,PRO,0.7430889010429382,0.9190701842308044
We should abandon coal mining,"The West Virginia Office of Miners' Health, Safety and Training stated that West Virginia coal mines were safe following the tremors [REF].",In addition to the environmentally and in human health respect harmful emissions of coal the coal mining was also dangerous work in Russia in 2008.,CON,PRO,0.6609603762626648,0.6793884634971619
We should ban male infant circumcision,"Among men who have sex with men, there is insufficient evidence that male circumcision protects against HIV infection or other Sexually Transmitted Infections [REF].","A 13th-century French Maimonides disciple, Isaac ben Yediah claimed that circumcision was an effective way of reducing a woman's sexual desire.",PRO,CON,0.8117136955261229,0.7347903847694397
We should introduce school vouchers,Proponents assert that school voucher and education tax credit systems promote free market competition among both private and public schools.,"National Board, January 1989 The League advocates affirmative action programs for minorities and women and opposes private school vouchers [REF].",PRO,CON,0.6987460255622864,0.7327767610549927
We should further exploit wind power,"Opinion polls show that this direct involvement has helped the popularity of wind turbines, with some 86% of Danes supporting wind energy when compared with existing fuel sources [REF].","According to the article, on December 10, 2010, MSNBC reported that ""Pickens said low natural gas prices have made utility companies view wind power as too expensive."" .",PRO,CON,0.8031665682792664,0.6157621741294861
We should ban male infant circumcision,"According to the Historia Augusta, the Roman emperor Hadrian issued a decree banning circumcision in the empire,[REF] and some modern scholars argue that this was a main cause of the Jewish Bar Kokhba revolt of 132 CE [REF].","Weiss, Quigley and Hayes carried out a meta-analysis on circumcision and HIV in 2000[REF] and found as follows: ""Male circumcision is associated with a significantly reduced risk of HIV infection among men in sub-Saharan Africa, particularly those at high risk of HIV.",PRO,CON,0.6620254516601562,0.8245441317558289
We should legalize cannabis,"According to a 2006 United Kingdom government report, using cannabis is much less dangerous than tobacco, prescription drugs, and alcohol in social harms, physical harm, and addiction [REF].","The Drug Enforcement Administration (DEA) has claimed that cannabis leads to increased crime in the un-sourced pamphlet entitled ""Speaking Out Against Drug Legalization.""[REF] .",PRO,CON,0.8809947967529297,0.2840956151485443
